Program Name,Department,GPA,GRE Score,TOEFL Score,Admission Accepted
Human-Centered Computing,Information Systems,3.51,326,102,No
Health Information Technology,Information Systems,3.86,339,117,Yes
Cybersecurity,Information Systems,3.03,312,118,No
Environmental Engineering,Civil & Environmental Engineering,3.53,294,118,Yes
Human-Centered Computing,Information Systems,3.63,340,109,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.52,295,89,Yes
Health Information Technology,Information Systems,3.61,311,99,Yes
Environmental Engineering,Civil & Environmental Engineering,3.75,296,116,Yes
Computer Science,Computer Science,3.66,332,116,Yes
Electrical Engineering,Electrical Engineering,3.89,297,100,Yes
Data Science,Information Systems,3.72,294,116,Yes
Computer Science,Computer Science,3.51,307,100,Yes
Electrical Engineering,Electrical Engineering,3.53,309,117,Yes
Environmental Engineering,Civil & Environmental Engineering,3.64,299,108,No
Computer Science,Computer Science,3.91,319,114,No
Computer Science,Computer Science,3.87,317,113,Yes
Data Science,Information Systems,3.65,309,103,Yes
Health Information Technology,Information Systems,3.51,335,94,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.21,305,91,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.39,310,85,No
Human-Centered Computing,Information Systems,3.8,334,115,Yes
Cybersecurity,Information Systems,3.04,332,98,Yes
Environmental Engineering,Civil & Environmental Engineering,3.58,337,109,Yes
Human-Centered Computing,Information Systems,3.71,325,114,Yes
Health Information Technology,Information Systems,3.61,325,109,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.46,331,109,No
Computer Science,Computer Science,3.69,324,101,No
Health Information Technology,Information Systems,3.67,317,118,Yes
Health Information Technology,Information Systems,3.9,304,102,No
Engineering Management,Engineering Management,3.43,317,93,No
Computer Engineering,Computer Science & Electrical Engineering,3.84,291,89,No
Computer Science,Computer Science,3.69,340,102,No
Electrical Engineering,Electrical Engineering,3.95,319,90,Yes
Electrical Engineering,Electrical Engineering,3.22,311,92,Yes
Human-Centered Computing,Information Systems,3.82,293,111,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.62,301,112,No
Health Information Technology,Information Systems,3.82,322,98,Yes
Engineering Management,Engineering Management,3.31,301,87,No
Human-Centered Computing,Information Systems,3.66,315,116,Yes
Engineering Management,Engineering Management,3.97,304,103,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.79,303,112,Yes
Electrical Engineering,Electrical Engineering,3.27,302,110,Yes
Environmental Engineering,Civil & Environmental Engineering,3.78,297,117,No
Health Information Technology,Information Systems,3.62,339,92,Yes
Data Science,Information Systems,3.96,310,112,Yes
Environmental Engineering,Civil & Environmental Engineering,3.52,301,120,No
Computer Science,Computer Science,3.94,327,104,Yes
Cybersecurity,Information Systems,3.63,324,96,Yes
Human-Centered Computing,Information Systems,3.63,327,116,No
Engineering Management,Engineering Management,3.83,301,97,Yes
Human-Centered Computing,Information Systems,3.53,336,104,No
Health Information Technology,Information Systems,3.61,332,115,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.96,332,118,No
Data Science,Information Systems,3.25,322,118,Yes
Data Science,Information Systems,3.21,320,98,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.82,321,117,Yes
Engineering Management,Engineering Management,3.04,303,113,Yes
Cybersecurity,Information Systems,3.75,327,92,Yes
Cybersecurity,Information Systems,3.62,291,87,Yes
Health Information Technology,Information Systems,3.27,313,98,Yes
Engineering Management,Engineering Management,3.52,290,107,Yes
Environmental Engineering,Civil & Environmental Engineering,3.75,312,117,No
Data Science,Information Systems,3.83,321,106,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.41,326,107,Yes
Health Information Technology,Information Systems,3.34,317,99,No
Computer Engineering,Computer Science & Electrical Engineering,3.48,333,101,Yes
Health Information Technology,Information Systems,3.94,313,93,Yes
Human-Centered Computing,Information Systems,3.62,334,117,No
Computer Engineering,Computer Science & Electrical Engineering,3.96,326,101,Yes
Computer Science,Computer Science,3.66,331,117,Yes
Computer Science,Computer Science,3.7,314,109,No
Engineering Management,Engineering Management,3.76,325,107,Yes
Environmental Engineering,Civil & Environmental Engineering,3.92,332,101,No
Cybersecurity,Information Systems,3.74,320,115,Yes
Electrical Engineering,Electrical Engineering,3.89,326,118,No
Health Information Technology,Information Systems,3.29,309,116,Yes
Engineering Management,Engineering Management,3.82,327,86,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.21,318,83,Yes
Engineering Management,Engineering Management,3.02,323,103,Yes
Environmental Engineering,Civil & Environmental Engineering,3.64,321,111,Yes
Engineering Management,Engineering Management,3.86,323,111,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.79,333,101,Yes
Computer Science,Computer Science,3.93,327,108,Yes
Environmental Engineering,Civil & Environmental Engineering,3.68,312,114,No
Engineering Management,Engineering Management,3.63,336,90,Yes
Environmental Engineering,Civil & Environmental Engineering,3.58,297,108,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.71,297,87,No
Health Information Technology,Information Systems,3.16,334,106,No
Engineering Management,Engineering Management,3.2,304,103,Yes
Cybersecurity,Information Systems,3.22,333,106,Yes
Electrical Engineering,Electrical Engineering,3.82,312,115,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.6,308,118,No
Electrical Engineering,Electrical Engineering,3.64,307,101,No
Computer Science,Computer Science,3.82,316,104,No
Engineering Management,Engineering Management,3.57,303,88,Yes
Computer Science,Computer Science,3.71,304,112,No
Computer Engineering,Computer Science & Electrical Engineering,3.57,310,107,No
Health Information Technology,Information Systems,3.55,315,116,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.57,305,102,No
Cybersecurity,Information Systems,3.55,302,84,No
Human-Centered Computing,Information Systems,3.87,320,106,Yes
Computer Science,Computer Science,3.5,333,115,No
Data Science,Information Systems,3.29,306,113,Yes
Environmental Engineering,Civil & Environmental Engineering,3.61,301,114,Yes
Human-Centered Computing,Information Systems,3.65,335,106,Yes
Human-Centered Computing,Information Systems,3.77,312,117,No
Health Information Technology,Information Systems,3.96,335,101,No
Environmental Engineering,Civil & Environmental Engineering,3.78,336,112,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.26,334,116,Yes
Human-Centered Computing,Information Systems,3.91,298,110,No
Computer Engineering,Computer Science & Electrical Engineering,3.57,339,120,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.31,308,102,Yes
Electrical Engineering,Electrical Engineering,3.56,316,102,No
Health Information Technology,Information Systems,3.57,303,118,Yes
Cybersecurity,Information Systems,3.43,325,109,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.68,299,104,Yes
Electrical Engineering,Electrical Engineering,3.86,307,101,Yes
Engineering Management,Engineering Management,3.03,294,93,No
Engineering Management,Engineering Management,3.45,328,97,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.27,324,83,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.16,299,95,No
Environmental Engineering,Civil & Environmental Engineering,3.81,315,103,No
Engineering Management,Engineering Management,3.07,337,86,Yes
Cybersecurity,Information Systems,3.87,320,93,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.61,301,104,Yes
Health Information Technology,Information Systems,3.72,329,110,Yes
Environmental Engineering,Civil & Environmental Engineering,3.83,335,101,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.45,300,109,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.58,324,81,Yes
Engineering Management,Engineering Management,3.21,340,102,No
Computer Engineering,Computer Science & Electrical Engineering,3.82,298,93,No
Cybersecurity,Information Systems,3.53,334,94,No
Health Information Technology,Information Systems,3.78,334,116,Yes
Cybersecurity,Information Systems,3.76,299,92,Yes
Data Science,Information Systems,3.7,304,99,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.95,292,100,Yes
Data Science,Information Systems,3.86,303,110,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.35,303,84,No
Cybersecurity,Information Systems,3.66,333,102,Yes
Data Science,Information Systems,3.29,315,99,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.89,305,119,Yes
Data Science,Information Systems,3.89,304,120,Yes
Engineering Management,Engineering Management,3.52,315,92,No
Computer Engineering,Computer Science & Electrical Engineering,3.45,328,96,Yes
Environmental Engineering,Civil & Environmental Engineering,3.89,301,104,Yes
Computer Science,Computer Science,3.79,317,105,Yes
Engineering Management,Engineering Management,3.58,332,101,No
Computer Engineering,Computer Science & Electrical Engineering,3.4,320,82,No
Cybersecurity,Information Systems,3.02,310,109,No
Human-Centered Computing,Information Systems,3.65,338,106,Yes
Human-Centered Computing,Information Systems,3.9,317,106,Yes
Cybersecurity,Information Systems,4.0,339,106,Yes
Electrical Engineering,Electrical Engineering,3.78,334,120,No
Engineering Management,Engineering Management,3.99,334,88,No
Computer Engineering,Computer Science & Electrical Engineering,3.25,328,82,Yes
Data Science,Information Systems,3.4,293,116,No
Engineering Management,Engineering Management,3.58,327,92,Yes
Health Information Technology,Information Systems,3.49,301,120,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.95,298,120,Yes
Data Science,Information Systems,3.42,290,118,Yes
Computer Science,Computer Science,3.78,304,103,No
Electrical Engineering,Electrical Engineering,3.48,309,116,Yes
Computer Science,Computer Science,3.66,332,108,No
Environmental Engineering,Civil & Environmental Engineering,3.91,295,116,Yes
Cybersecurity,Information Systems,3.57,326,115,Yes
Environmental Engineering,Civil & Environmental Engineering,3.97,303,102,Yes
Human-Centered Computing,Information Systems,3.71,326,109,Yes
Environmental Engineering,Civil & Environmental Engineering,3.86,325,106,No
Environmental Engineering,Civil & Environmental Engineering,3.91,305,117,Yes
Electrical Engineering,Electrical Engineering,3.33,313,110,No
Computer Science,Computer Science,3.78,333,102,Yes
Data Science,Information Systems,3.2,316,97,No
Environmental Engineering,Civil & Environmental Engineering,3.69,337,110,Yes
Data Science,Information Systems,3.89,309,106,Yes
Cybersecurity,Information Systems,3.81,303,92,No
Computer Engineering,Computer Science & Electrical Engineering,3.45,331,83,Yes
Cybersecurity,Information Systems,3.93,334,104,Yes
Environmental Engineering,Civil & Environmental Engineering,3.92,307,117,Yes
Computer Science,Computer Science,3.88,293,111,Yes
Data Science,Information Systems,3.33,296,103,Yes
Electrical Engineering,Electrical Engineering,3.79,323,98,Yes
Data Science,Information Systems,3.97,336,114,No
Data Science,Information Systems,3.25,312,114,Yes
Electrical Engineering,Electrical Engineering,3.84,338,102,Yes
Human-Centered Computing,Information Systems,3.54,327,118,Yes
Electrical Engineering,Electrical Engineering,3.98,304,102,No
Environmental Engineering,Civil & Environmental Engineering,3.55,301,107,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.76,324,113,Yes
Engineering Management,Engineering Management,3.65,337,82,No
Human-Centered Computing,Information Systems,3.76,314,116,Yes
Health Information Technology,Information Systems,3.9,324,93,Yes
Human-Centered Computing,Information Systems,3.85,310,116,No
Electrical Engineering,Electrical Engineering,4.0,291,99,Yes
Human-Centered Computing,Information Systems,3.62,292,101,Yes
Cybersecurity,Information Systems,3.61,321,88,No
Cybersecurity,Information Systems,3.41,325,86,No
Cybersecurity,Information Systems,3.15,323,101,No
Health Information Technology,Information Systems,3.51,310,109,Yes
Human-Centered Computing,Information Systems,3.68,307,117,Yes
Cybersecurity,Information Systems,3.27,333,117,Yes
Electrical Engineering,Electrical Engineering,3.79,337,120,Yes
Computer Science,Computer Science,3.87,300,100,No
Electrical Engineering,Electrical Engineering,3.61,334,96,No
Health Information Technology,Information Systems,3.17,339,99,Yes
Human-Centered Computing,Information Systems,3.68,323,120,No
Computer Engineering,Computer Science & Electrical Engineering,3.45,315,87,Yes
Electrical Engineering,Electrical Engineering,3.43,320,101,Yes
Cybersecurity,Information Systems,3.93,333,80,Yes
Engineering Management,Engineering Management,3.86,324,106,No
Computer Science,Computer Science,3.92,332,106,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.6,335,114,Yes
Computer Science,Computer Science,3.64,308,102,No
Engineering Management,Engineering Management,3.12,305,82,No
Data Science,Information Systems,3.73,324,106,Yes
Data Science,Information Systems,3.42,323,94,No
Health Information Technology,Information Systems,3.83,321,120,Yes
Computer Science,Computer Science,3.78,312,104,Yes
Health Information Technology,Information Systems,3.47,327,117,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.94,321,99,Yes
Health Information Technology,Information Systems,3.61,325,99,Yes
