Student ID,Interests,Career Goals,Matched Courses
1598,VLSI Design,Computer Science,"Computer Engineering, Computer Science"
1599,Data Mining,Human-Centered Computing,"Data Science, Electrical Engineering"
1600,Leadership,Environmental Engineering,"Engineering Management, Data Science"
1601,Chemistry,Computer Engineering,"Chemical & Biochemical Engineering, Computer Science"
1602,Biochemistry,Computer Science,"Chemical & Biochemical Engineering, Computer Engineering"
1603,Environmental Science,Information Systems,"Environmental Engineering, Information Systems"
1604,Statistics,Information Systems,"Data Science, Software Engineering"
1605,Human-Computer Interaction,Software Engineering,"Human-Centered Computing, Computer Science"
1606,Pollution Control,Computer Engineering,"Environmental Engineering, Data Science"
1607,Power Systems,Electrical Engineering,Electrical Engineering
1608,Statistics,Data Science,Data Science
1609,Computer Architecture,Health Information Technology,"Computer Engineering, Cybersecurity"
1610,Project Management,Human-Centered Computing,"Software Engineering, Human-Centered Computing"
1611,VLSI Design,Health Information Technology,"Computer Engineering, Human-Centered Computing"
1612,Human-Computer Interaction,Health Information Technology,"Human-Centered Computing, Chemical & Biochemical Engineering"
1613,User Experience Design,Health Information Technology,"Human-Centered Computing, Engineering Management"
1614,Statistics,Information Systems,"Data Science, Health Information Technology"
1615,Project Management,Engineering Management,"Software Engineering, Information Systems"
1616,Sustainability,Computer Science,"Environmental Engineering, Computer Science"
1617,Software Development,Health Information Technology,"Software Engineering, Computer Engineering"
1618,Healthcare Systems,Health Information Technology,Health Information Technology
1619,Usability Testing,Human-Centered Computing,Human-Centered Computing
1620,Statistics,Data Science,Data Science
1621,Machine Learning,Data Science,"Computer Science, Environmental Engineering"
1622,Human-Computer Interaction,Health Information Technology,"Human-Centered Computing, Data Science"
1623,Project Management,Information Systems,"Software Engineering, Information Systems"
1624,Embedded Systems,Data Science,"Computer Engineering, Health Information Technology"
1625,Information Security,Health Information Technology,"Information Systems, Computer Engineering"
1626,Usability Testing,Chemical & Biochemical Engineering,"Human-Centered Computing, Software Engineering"
1627,Artificial Intelligence,Information Systems,"Computer Science, Cybersecurity"
1628,User Experience Design,Chemical & Biochemical Engineering,"Human-Centered Computing, Computer Engineering"
1629,Algorithms,Electrical Engineering,"Computer Science, Information Systems"
1630,Machine Learning,Health Information Technology,"Computer Science, Human-Centered Computing"
1631,Human-Computer Interaction,Computer Engineering,"Human-Centered Computing, Cybersecurity"
1632,Ethical Hacking,Electrical Engineering,"Cybersecurity, Electrical Engineering"
1633,Database Management,Software Engineering,"Information Systems, Environmental Engineering"
1634,Environmental Science,Chemical & Biochemical Engineering,"Environmental Engineering, Electrical Engineering"
1635,Database Management,Environmental Engineering,"Information Systems, Software Engineering"
1636,Usability Testing,Computer Engineering,"Human-Centered Computing, Health Information Technology"
1637,Health Informatics,Data Science,"Health Information Technology, Environmental Engineering"
1638,Network Security,Human-Centered Computing,"Cybersecurity, Chemical & Biochemical Engineering"
1639,Chemistry,Environmental Engineering,"Chemical & Biochemical Engineering, Cybersecurity"
1640,Strategic Planning,Chemical & Biochemical Engineering,"Engineering Management, Software Engineering"
1641,Machine Learning,Human-Centered Computing,"Computer Science, Human-Centered Computing"
1642,Computer Architecture,Human-Centered Computing,"Computer Engineering, Environmental Engineering"
1643,Information Security,Computer Engineering,"Information Systems, Electrical Engineering"
1644,VLSI Design,Electrical Engineering,"Computer Engineering, Data Science"
1645,Electronics,Computer Science,"Electrical Engineering, Information Systems"
1646,Human-Computer Interaction,Electrical Engineering,"Human-Centered Computing, Computer Science"
1647,Software Development,Human-Centered Computing,"Software Engineering, Cybersecurity"
1648,Algorithms,Electrical Engineering,"Computer Science, Software Engineering"
1649,Healthcare Systems,Information Systems,"Health Information Technology, Electrical Engineering"
1650,Ethical Hacking,Chemical & Biochemical Engineering,"Cybersecurity, Computer Engineering"
1651,Project Management,Engineering Management,"Software Engineering, Electrical Engineering"
1652,Software Development,Engineering Management,"Software Engineering, Computer Science"
1653,Software Development,Computer Science,"Software Engineering, Computer Engineering"
1654,Environmental Science,Electrical Engineering,"Environmental Engineering, Chemical & Biochemical Engineering"
1655,Human-Computer Interaction,Information Systems,"Human-Centered Computing, Health Information Technology"
1656,Cryptography,Chemical & Biochemical Engineering,"Cybersecurity, Chemical & Biochemical Engineering"
1657,Embedded Systems,Information Systems,"Computer Engineering, Cybersecurity"
1658,Control Systems,Engineering Management,"Electrical Engineering, Computer Science"
1659,Statistics,Cybersecurity,"Data Science, Cybersecurity"
1660,Ethical Hacking,Chemical & Biochemical Engineering,"Cybersecurity, Chemical & Biochemical Engineering"
1661,Ethical Hacking,Computer Engineering,"Cybersecurity, Electrical Engineering"
1662,Leadership,Software Engineering,"Engineering Management, Cybersecurity"
1663,Ethical Hacking,Human-Centered Computing,"Cybersecurity, Chemical & Biochemical Engineering"
1664,Electronics,Data Science,"Electrical Engineering, Chemical & Biochemical Engineering"
1665,Usability Testing,Environmental Engineering,"Human-Centered Computing, Computer Science"
1666,Network Security,Chemical & Biochemical Engineering,"Cybersecurity, Electrical Engineering"
1667,Artificial Intelligence,Computer Engineering,"Computer Science, Health Information Technology"
1668,Project Management,Chemical & Biochemical Engineering,"Software Engineering, Electrical Engineering"
1669,Usability Testing,Human-Centered Computing,Human-Centered Computing
1670,Healthcare Systems,Chemical & Biochemical Engineering,"Health Information Technology, Electrical Engineering"
1671,Information Security,Chemical & Biochemical Engineering,"Information Systems, Cybersecurity"
1672,Information Security,Data Science,"Information Systems, Engineering Management"
1673,Leadership,Human-Centered Computing,"Engineering Management, Computer Engineering"
1674,Data Mining,Data Science,Data Science
1675,Biochemistry,Engineering Management,"Chemical & Biochemical Engineering, Health Information Technology"
1676,User Experience Design,Human-Centered Computing,Human-Centered Computing
1677,Cryptography,Cybersecurity,Cybersecurity
1678,Computer Architecture,Data Science,"Computer Engineering, Chemical & Biochemical Engineering"
1679,Electronics,Cybersecurity,"Electrical Engineering, Computer Science"
1680,User Experience Design,Computer Engineering,"Human-Centered Computing, Health Information Technology"
1681,Algorithms,Engineering Management,"Computer Science, Human-Centered Computing"
1682,Chemistry,Computer Engineering,"Chemical & Biochemical Engineering, Information Systems"
1683,Machine Learning,Environmental Engineering,"Computer Science, Computer Engineering"
1684,Healthcare Systems,Engineering Management,"Health Information Technology, Environmental Engineering"
1685,Computer Architecture,Computer Science,"Computer Engineering, Software Engineering"
1686,Pollution Control,Computer Science,"Environmental Engineering, Electrical Engineering"
1687,Artificial Intelligence,Engineering Management,"Computer Science, Cybersecurity"
1688,Embedded Systems,Software Engineering,"Computer Engineering, Human-Centered Computing"
1689,User Experience Design,Environmental Engineering,"Human-Centered Computing, Electrical Engineering"
1690,Statistics,Software Engineering,"Data Science, Cybersecurity"
1691,Statistics,Electrical Engineering,"Data Science, Chemical & Biochemical Engineering"
1692,Artificial Intelligence,Human-Centered Computing,"Computer Science, Software Engineering"
1693,Algorithms,Health Information Technology,"Computer Science, Human-Centered Computing"
1694,Information Security,Computer Engineering,"Information Systems, Software Engineering"
1695,Data Mining,Computer Science,"Data Science, Engineering Management"
1696,Computer Architecture,Environmental Engineering,"Computer Engineering, Human-Centered Computing"
1697,Electronics,Engineering Management,"Electrical Engineering, Chemical & Biochemical Engineering"
1698,VLSI Design,Data Science,"Computer Engineering, Information Systems"
1699,Database Management,Human-Centered Computing,"Information Systems, Health Information Technology"
1700,Sustainability,Data Science,"Environmental Engineering, Engineering Management"
1701,Health Informatics,Computer Science,"Health Information Technology, Chemical & Biochemical Engineering"
1702,Algorithms,Computer Engineering,"Computer Science, Health Information Technology"
1703,Algorithms,Environmental Engineering,"Computer Science, Data Science"
1704,Electronic Health Records,Electrical Engineering,"Health Information Technology, Cybersecurity"
1705,Data Mining,Engineering Management,"Data Science, Chemical & Biochemical Engineering"
1706,Project Management,Software Engineering,Software Engineering
1707,Software Development,Human-Centered Computing,"Software Engineering, Environmental Engineering"
1708,Chemistry,Engineering Management,"Chemical & Biochemical Engineering, Health Information Technology"
1709,Cryptography,Data Science,"Cybersecurity, Electrical Engineering"
1710,Embedded Systems,Chemical & Biochemical Engineering,"Computer Engineering, Engineering Management"
1711,Software Development,Health Information Technology,"Software Engineering, Engineering Management"
1712,Cryptography,Computer Engineering,"Cybersecurity, Human-Centered Computing"
1713,Database Management,Computer Science,"Information Systems, Electrical Engineering"
1714,Statistics,Environmental Engineering,"Data Science, Chemical & Biochemical Engineering"
1715,Strategic Planning,Human-Centered Computing,"Engineering Management, Chemical & Biochemical Engineering"
1716,Data Mining,Software Engineering,"Data Science, Chemical & Biochemical Engineering"
1717,Electronics,Environmental Engineering,"Electrical Engineering, Cybersecurity"
1718,Power Systems,Computer Science,"Electrical Engineering, Computer Engineering"
1719,Embedded Systems,Computer Engineering,Computer Engineering
1720,Chemistry,Engineering Management,"Chemical & Biochemical Engineering, Cybersecurity"
1721,Ethical Hacking,Engineering Management,"Cybersecurity, Computer Engineering"
1722,VLSI Design,Chemical & Biochemical Engineering,"Computer Engineering, Engineering Management"
1723,Electronics,Cybersecurity,"Electrical Engineering, Health Information Technology"
1724,Electronics,Information Systems,"Electrical Engineering, Human-Centered Computing"
1725,Cryptography,Chemical & Biochemical Engineering,"Cybersecurity, Information Systems"
1726,VLSI Design,Data Science,"Computer Engineering, Information Systems"
1727,Health Informatics,Software Engineering,"Health Information Technology, Electrical Engineering"
1728,Computer Architecture,Engineering Management,"Computer Engineering, Environmental Engineering"
1729,Leadership,Computer Science,"Engineering Management, Environmental Engineering"
1730,Information Security,Information Systems,Information Systems
1731,Electronics,Environmental Engineering,"Electrical Engineering, Human-Centered Computing"
1732,Software Development,Computer Science,"Software Engineering, Health Information Technology"
1733,Pollution Control,Chemical & Biochemical Engineering,"Environmental Engineering, Cybersecurity"
1734,Cryptography,Electrical Engineering,"Cybersecurity, Information Systems"
1735,Software Development,Human-Centered Computing,"Software Engineering, Environmental Engineering"
1736,Strategic Planning,Health Information Technology,"Engineering Management, Software Engineering"
1737,Process Optimization,Computer Engineering,"Chemical & Biochemical Engineering, Electrical Engineering"
1738,Strategic Planning,Chemical & Biochemical Engineering,"Engineering Management, Human-Centered Computing"
1739,Software Development,Health Information Technology,"Software Engineering, Computer Science"
1740,Strategic Planning,Data Science,"Engineering Management, Human-Centered Computing"
1741,Information Security,Computer Engineering,"Information Systems, Software Engineering"
1742,Data Mining,Chemical & Biochemical Engineering,"Data Science, Health Information Technology"
1743,Electronics,Electrical Engineering,Electrical Engineering
1744,Electronics,Health Information Technology,"Electrical Engineering, Computer Engineering"
1745,Algorithms,Computer Engineering,"Computer Science, Electrical Engineering"
1746,Embedded Systems,Computer Engineering,Computer Engineering
1747,Environmental Science,Chemical & Biochemical Engineering,"Environmental Engineering, Chemical & Biochemical Engineering"
1748,Information Security,Computer Engineering,"Information Systems, Electrical Engineering"
1749,Data Mining,Software Engineering,"Data Science, Computer Science"
1750,Human-Computer Interaction,Computer Science,"Human-Centered Computing, Information Systems"
1751,Leadership,Engineering Management,Engineering Management
1752,Algorithms,Environmental Engineering,"Computer Science, Environmental Engineering"
1753,Process Optimization,Computer Engineering,"Chemical & Biochemical Engineering, Cybersecurity"
1754,Human-Computer Interaction,Chemical & Biochemical Engineering,"Human-Centered Computing, Health Information Technology"
1755,Healthcare Systems,Engineering Management,"Health Information Technology, Human-Centered Computing"
1756,Statistics,Information Systems,"Data Science, Electrical Engineering"
1757,User Experience Design,Engineering Management,"Human-Centered Computing, Computer Science"
1758,Pollution Control,Cybersecurity,"Environmental Engineering, Health Information Technology"
1759,VLSI Design,Chemical & Biochemical Engineering,"Computer Engineering, Environmental Engineering"
1760,Healthcare Systems,Electrical Engineering,"Health Information Technology, Electrical Engineering"
1761,Data Mining,Health Information Technology,"Data Science, Computer Engineering"
1762,Algorithms,Health Information Technology,"Computer Science, Environmental Engineering"
1763,Network Security,Environmental Engineering,"Cybersecurity, Electrical Engineering"
1764,Cryptography,Chemical & Biochemical Engineering,"Cybersecurity, Computer Engineering"
1765,Artificial Intelligence,Cybersecurity,"Computer Science, Cybersecurity"
1766,Human-Computer Interaction,Human-Centered Computing,Human-Centered Computing
1767,Electronics,Environmental Engineering,"Electrical Engineering, Human-Centered Computing"
1768,Software Development,Cybersecurity,"Software Engineering, Data Science"
1769,Information Security,Health Information Technology,"Information Systems, Engineering Management"
1770,Algorithms,Chemical & Biochemical Engineering,"Computer Science, Cybersecurity"
1771,Algorithms,Human-Centered Computing,"Computer Science, Engineering Management"
1772,Biochemistry,Software Engineering,"Chemical & Biochemical Engineering, Human-Centered Computing"
1773,Biochemistry,Software Engineering,"Chemical & Biochemical Engineering, Engineering Management"
1774,Pollution Control,Engineering Management,"Environmental Engineering, Engineering Management"
1775,Chemistry,Cybersecurity,"Chemical & Biochemical Engineering, Computer Science"
1776,Sustainability,Human-Centered Computing,"Environmental Engineering, Electrical Engineering"
1777,Human-Computer Interaction,Computer Engineering,"Human-Centered Computing, Data Science"
1778,Environmental Science,Computer Science,"Environmental Engineering, Data Science"
1779,Environmental Science,Chemical & Biochemical Engineering,"Environmental Engineering, Health Information Technology"
1780,Information Security,Information Systems,Information Systems
1781,User Experience Design,Human-Centered Computing,Human-Centered Computing
1782,Network Security,Information Systems,"Cybersecurity, Engineering Management"
1783,Artificial Intelligence,Environmental Engineering,"Computer Science, Health Information Technology"
1784,Environmental Science,Computer Engineering,"Environmental Engineering, Data Science"
1785,Health Informatics,Health Information Technology,Health Information Technology
1786,Statistics,Computer Engineering,"Data Science, Engineering Management"
1787,Network Security,Information Systems,"Cybersecurity, Human-Centered Computing"
1788,User Experience Design,Environmental Engineering,"Human-Centered Computing, Data Science"
1789,Human-Computer Interaction,Software Engineering,"Human-Centered Computing, Computer Engineering"
1790,Algorithms,Environmental Engineering,"Computer Science, Software Engineering"
1791,Algorithms,Chemical & Biochemical Engineering,"Computer Science, Environmental Engineering"
1792,Pollution Control,Computer Science,"Environmental Engineering, Health Information Technology"
1793,Computer Architecture,Chemical & Biochemical Engineering,"Computer Engineering, Computer Science"
1794,Ethical Hacking,Computer Engineering,"Cybersecurity, Software Engineering"
1795,Ethical Hacking,Engineering Management,"Cybersecurity, Software Engineering"
1796,Database Management,Computer Engineering,"Information Systems, Software Engineering"
1797,Power Systems,Chemical & Biochemical Engineering,"Electrical Engineering, Computer Science"
1798,Strategic Planning,Electrical Engineering,"Engineering Management, Cybersecurity"
1799,Human-Computer Interaction,Software Engineering,"Human-Centered Computing, Software Engineering"
1800,Electronics,Information Systems,"Electrical Engineering, Chemical & Biochemical Engineering"
1801,Project Management,Electrical Engineering,"Software Engineering, Data Science"
1802,Electronics,Environmental Engineering,"Electrical Engineering, Data Science"
1803,Cryptography,Cybersecurity,Cybersecurity
1804,Network Security,Computer Engineering,"Cybersecurity, Environmental Engineering"
1805,Healthcare Systems,Information Systems,"Health Information Technology, Cybersecurity"
1806,Human-Computer Interaction,Engineering Management,"Human-Centered Computing, Software Engineering"
1807,Control Systems,Chemical & Biochemical Engineering,"Electrical Engineering, Information Systems"
1808,User Experience Design,Electrical Engineering,"Human-Centered Computing, Engineering Management"
1809,Embedded Systems,Environmental Engineering,"Computer Engineering, Engineering Management"
1810,Pollution Control,Engineering Management,"Environmental Engineering, Engineering Management"
1811,Health Informatics,Engineering Management,"Health Information Technology, Environmental Engineering"
1812,Sustainability,Data Science,"Environmental Engineering, Electrical Engineering"
1813,Usability Testing,Computer Engineering,"Human-Centered Computing, Computer Science"
1814,Algorithms,Information Systems,"Computer Science, Information Systems"
1815,Statistics,Health Information Technology,"Data Science, Environmental Engineering"
1816,Statistics,Data Science,Data Science
1817,Project Management,Cybersecurity,"Software Engineering, Information Systems"
1818,Information Security,Health Information Technology,"Information Systems, Health Information Technology"
1819,Embedded Systems,Engineering Management,"Computer Engineering, Human-Centered Computing"
1820,Leadership,Engineering Management,Engineering Management
1821,Process Optimization,Computer Science,"Chemical & Biochemical Engineering, Electrical Engineering"
1822,User Experience Design,Engineering Management,"Human-Centered Computing, Chemical & Biochemical Engineering"
1823,Artificial Intelligence,Computer Engineering,"Computer Science, Health Information Technology"
1824,Control Systems,Environmental Engineering,"Electrical Engineering, Data Science"
1825,Health Informatics,Computer Engineering,"Health Information Technology, Environmental Engineering"
1826,Information Security,Computer Engineering,"Information Systems, Software Engineering"
1827,Statistics,Computer Science,"Data Science, Cybersecurity"
1828,Usability Testing,Health Information Technology,"Human-Centered Computing, Software Engineering"
1829,Power Systems,Computer Engineering,"Electrical Engineering, Human-Centered Computing"
1830,Embedded Systems,Electrical Engineering,"Computer Engineering, Information Systems"
1831,Cryptography,Computer Engineering,"Cybersecurity, Chemical & Biochemical Engineering"
1832,Leadership,Computer Science,"Engineering Management, Computer Science"
1833,Artificial Intelligence,Information Systems,"Computer Science, Information Systems"
1834,Network Security,Environmental Engineering,"Cybersecurity, Environmental Engineering"
1835,Statistics,Computer Science,"Data Science, Computer Engineering"
1836,Data Mining,Computer Engineering,"Data Science, Computer Engineering"
1837,Database Management,Information Systems,Information Systems
1838,Power Systems,Human-Centered Computing,"Electrical Engineering, Health Information Technology"
1839,Statistics,Computer Engineering,"Data Science, Cybersecurity"
1840,Network Security,Computer Science,"Cybersecurity, Human-Centered Computing"
1841,Data Mining,Cybersecurity,"Data Science, Computer Science"
1842,Database Management,Information Systems,Information Systems
1843,Ethical Hacking,Engineering Management,"Cybersecurity, Chemical & Biochemical Engineering"
1844,Electronic Health Records,Human-Centered Computing,"Health Information Technology, Software Engineering"
1845,Artificial Intelligence,Human-Centered Computing,"Computer Science, Electrical Engineering"
1846,Control Systems,Cybersecurity,"Electrical Engineering, Health Information Technology"
1847,Agile Methodologies,Human-Centered Computing,"Software Engineering, Data Science"
1848,Electronics,Chemical & Biochemical Engineering,"Electrical Engineering, Computer Science"
1849,Ethical Hacking,Health Information Technology,"Cybersecurity, Health Information Technology"
1850,Control Systems,Health Information Technology,"Electrical Engineering, Software Engineering"
1851,Healthcare Systems,Environmental Engineering,"Health Information Technology, Cybersecurity"
1852,Pollution Control,Health Information Technology,"Environmental Engineering, Computer Engineering"
1853,Sustainability,Computer Engineering,"Environmental Engineering, Software Engineering"
1854,Project Management,Computer Science,"Software Engineering, Electrical Engineering"
1855,Usability Testing,Electrical Engineering,"Human-Centered Computing, Computer Engineering"
1856,User Experience Design,Data Science,"Human-Centered Computing, Chemical & Biochemical Engineering"
1857,Artificial Intelligence,Cybersecurity,"Computer Science, Engineering Management"
1858,User Experience Design,Health Information Technology,"Human-Centered Computing, Software Engineering"
1859,Usability Testing,Electrical Engineering,"Human-Centered Computing, Software Engineering"
1860,Information Security,Computer Engineering,"Information Systems, Data Science"
1861,Network Security,Chemical & Biochemical Engineering,"Cybersecurity, Engineering Management"
1862,Project Management,Information Systems,"Software Engineering, Engineering Management"
1863,Electronics,Electrical Engineering,Electrical Engineering
1864,Chemistry,Cybersecurity,"Chemical & Biochemical Engineering, Software Engineering"
1865,Human-Computer Interaction,Computer Science,"Human-Centered Computing, Cybersecurity"
1866,Machine Learning,Electrical Engineering,"Computer Science, Cybersecurity"
1867,Leadership,Engineering Management,Engineering Management
1868,Ethical Hacking,Computer Engineering,"Cybersecurity, Human-Centered Computing"
1869,Data Mining,Computer Engineering,"Data Science, Cybersecurity"
1870,Statistics,Environmental Engineering,"Data Science, Human-Centered Computing"
1871,Artificial Intelligence,Human-Centered Computing,"Computer Science, Health Information Technology"
1872,Leadership,Cybersecurity,"Engineering Management, Computer Engineering"
1873,Project Management,Computer Engineering,"Software Engineering, Human-Centered Computing"
1874,Ethical Hacking,Data Science,"Cybersecurity, Computer Science"
1875,Health Informatics,Environmental Engineering,"Health Information Technology, Computer Engineering"
1876,Algorithms,Data Science,"Computer Science, Electrical Engineering"
1877,Power Systems,Information Systems,"Electrical Engineering, Information Systems"
1878,Biochemistry,Health Information Technology,"Chemical & Biochemical Engineering, Human-Centered Computing"
1879,Power Systems,Computer Engineering,"Electrical Engineering, Computer Engineering"
1880,Algorithms,Data Science,"Computer Science, Human-Centered Computing"
1881,Network Security,Chemical & Biochemical Engineering,"Cybersecurity, Human-Centered Computing"
1882,Computer Architecture,Computer Science,"Computer Engineering, Information Systems"
1883,Network Security,Electrical Engineering,"Cybersecurity, Health Information Technology"
1884,Information Security,Software Engineering,"Information Systems, Environmental Engineering"
1885,Biochemistry,Environmental Engineering,"Chemical & Biochemical Engineering, Computer Science"
1886,Power Systems,Environmental Engineering,"Electrical Engineering, Software Engineering"
1887,Electronics,Information Systems,"Electrical Engineering, Environmental Engineering"
1888,Information Security,Data Science,"Information Systems, Engineering Management"
1889,Statistics,Electrical Engineering,"Data Science, Computer Science"
1890,Sustainability,Information Systems,"Environmental Engineering, Engineering Management"
1891,Health Informatics,Software Engineering,"Health Information Technology, Information Systems"
1892,Database Management,Chemical & Biochemical Engineering,"Information Systems, Data Science"
1893,Human-Computer Interaction,Information Systems,"Human-Centered Computing, Information Systems"
1894,Leadership,Cybersecurity,"Engineering Management, Software Engineering"
1895,Sustainability,Engineering Management,"Environmental Engineering, Chemical & Biochemical Engineering"
1896,Algorithms,Software Engineering,"Computer Science, Human-Centered Computing"
1897,Cryptography,Engineering Management,"Cybersecurity, Data Science"
1898,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Cybersecurity"
1899,Network Security,Information Systems,"Cybersecurity, Computer Engineering"
1900,Human-Computer Interaction,Engineering Management,"Human-Centered Computing, Information Systems"
1901,Control Systems,Human-Centered Computing,"Electrical Engineering, Chemical & Biochemical Engineering"
1902,Project Management,Chemical & Biochemical Engineering,"Software Engineering, Data Science"
1903,Strategic Planning,Chemical & Biochemical Engineering,"Engineering Management, Data Science"
1904,Strategic Planning,Information Systems,"Engineering Management, Human-Centered Computing"
1905,Biochemistry,Data Science,"Chemical & Biochemical Engineering, Information Systems"
1906,User Experience Design,Information Systems,"Human-Centered Computing, Data Science"
1907,Network Security,Software Engineering,"Cybersecurity, Chemical & Biochemical Engineering"
1908,Statistics,Human-Centered Computing,"Data Science, Electrical Engineering"
1909,Algorithms,Human-Centered Computing,"Computer Science, Computer Engineering"
1910,Electronic Health Records,Human-Centered Computing,"Health Information Technology, Computer Engineering"
1911,Cryptography,Software Engineering,"Cybersecurity, Environmental Engineering"
1912,VLSI Design,Health Information Technology,"Computer Engineering, Engineering Management"
1913,Control Systems,Computer Engineering,"Electrical Engineering, Chemical & Biochemical Engineering"
1914,Power Systems,Electrical Engineering,Electrical Engineering
1915,Pollution Control,Software Engineering,"Environmental Engineering, Computer Engineering"
1916,Chemistry,Chemical & Biochemical Engineering,Chemical & Biochemical Engineering
1917,Power Systems,Software Engineering,"Electrical Engineering, Data Science"
1918,Algorithms,Software Engineering,"Computer Science, Software Engineering"
1919,Electronic Health Records,Computer Science,"Health Information Technology, Computer Science"
1920,Computer Architecture,Human-Centered Computing,"Computer Engineering, Engineering Management"
1921,Embedded Systems,Computer Science,"Computer Engineering, Electrical Engineering"
1922,Software Development,Software Engineering,Software Engineering
1923,User Experience Design,Computer Science,"Human-Centered Computing, Software Engineering"
1924,Computer Architecture,Chemical & Biochemical Engineering,"Computer Engineering, Computer Science"
1925,Statistics,Health Information Technology,"Data Science, Health Information Technology"
1926,Project Management,Computer Engineering,"Software Engineering, Data Science"
1927,Cryptography,Human-Centered Computing,"Cybersecurity, Computer Science"
1928,Computer Architecture,Engineering Management,"Computer Engineering, Software Engineering"
1929,User Experience Design,Cybersecurity,"Human-Centered Computing, Electrical Engineering"
1930,Control Systems,Computer Science,"Electrical Engineering, Cybersecurity"
1931,Environmental Science,Engineering Management,"Environmental Engineering, Software Engineering"
1932,Healthcare Systems,Software Engineering,"Health Information Technology, Chemical & Biochemical Engineering"
1933,Ethical Hacking,Computer Science,"Cybersecurity, Software Engineering"
1934,Project Management,Cybersecurity,"Software Engineering, Cybersecurity"
1935,VLSI Design,Environmental Engineering,"Computer Engineering, Data Science"
1936,Strategic Planning,Computer Science,"Engineering Management, Electrical Engineering"
1937,Machine Learning,Computer Science,Computer Science
1938,Embedded Systems,Computer Science,"Computer Engineering, Computer Science"
1939,Software Development,Environmental Engineering,"Software Engineering, Human-Centered Computing"
1940,Database Management,Information Systems,Information Systems
1941,User Experience Design,Human-Centered Computing,Human-Centered Computing
1942,Agile Methodologies,Engineering Management,"Software Engineering, Health Information Technology"
1943,Leadership,Information Systems,"Engineering Management, Computer Engineering"
1944,Database Management,Computer Science,"Information Systems, Engineering Management"
1945,Statistics,Information Systems,"Data Science, Human-Centered Computing"
1946,Network Security,Computer Science,"Cybersecurity, Computer Science"
1947,Artificial Intelligence,Environmental Engineering,"Computer Science, Data Science"
1948,Healthcare Systems,Cybersecurity,"Health Information Technology, Engineering Management"
1949,Project Management,Computer Engineering,"Software Engineering, Data Science"
1950,Electronics,Environmental Engineering,"Electrical Engineering, Chemical & Biochemical Engineering"
1951,Machine Learning,Human-Centered Computing,"Computer Science, Software Engineering"
1952,Information Security,Cybersecurity,"Information Systems, Human-Centered Computing"
1953,Electronics,Computer Engineering,"Electrical Engineering, Data Science"
1954,Sustainability,Environmental Engineering,Environmental Engineering
1955,Network Security,Chemical & Biochemical Engineering,"Cybersecurity, Computer Engineering"
1956,Data Mining,Computer Engineering,"Data Science, Human-Centered Computing"
1957,Electronic Health Records,Computer Science,"Health Information Technology, Engineering Management"
1958,Sustainability,Chemical & Biochemical Engineering,"Environmental Engineering, Electrical Engineering"
1959,Power Systems,Computer Engineering,"Electrical Engineering, Cybersecurity"
1960,Embedded Systems,Health Information Technology,"Computer Engineering, Human-Centered Computing"
1961,VLSI Design,Health Information Technology,"Computer Engineering, Health Information Technology"
1962,Data Mining,Software Engineering,"Data Science, Computer Engineering"
1963,Data Mining,Information Systems,"Data Science, Software Engineering"
1964,Chemistry,Cybersecurity,"Chemical & Biochemical Engineering, Environmental Engineering"
1965,VLSI Design,Environmental Engineering,"Computer Engineering, Environmental Engineering"
1966,Sustainability,Human-Centered Computing,"Environmental Engineering, Electrical Engineering"
1967,Biochemistry,Health Information Technology,"Chemical & Biochemical Engineering, Electrical Engineering"
1968,Cryptography,Computer Engineering,"Cybersecurity, Data Science"
1969,Algorithms,Information Systems,"Computer Science, Chemical & Biochemical Engineering"
1970,Electronics,Chemical & Biochemical Engineering,"Electrical Engineering, Information Systems"
1971,Machine Learning,Information Systems,"Computer Science, Environmental Engineering"
1972,User Experience Design,Cybersecurity,"Human-Centered Computing, Software Engineering"
1973,Environmental Science,Data Science,"Environmental Engineering, Chemical & Biochemical Engineering"
1974,Leadership,Cybersecurity,"Engineering Management, Computer Science"
1975,Algorithms,Cybersecurity,"Computer Science, Electrical Engineering"
1976,Cryptography,Data Science,"Cybersecurity, Human-Centered Computing"
1977,User Experience Design,Electrical Engineering,"Human-Centered Computing, Chemical & Biochemical Engineering"
1978,Information Security,Cybersecurity,"Information Systems, Chemical & Biochemical Engineering"
1979,Healthcare Systems,Cybersecurity,"Health Information Technology, Data Science"
1980,User Experience Design,Environmental Engineering,"Human-Centered Computing, Chemical & Biochemical Engineering"
1981,Software Development,Computer Science,"Software Engineering, Chemical & Biochemical Engineering"
1982,Computer Architecture,Data Science,"Computer Engineering, Electrical Engineering"
1983,Chemistry,Computer Science,"Chemical & Biochemical Engineering, Software Engineering"
1984,Data Mining,Electrical Engineering,"Data Science, Electrical Engineering"
1985,Environmental Science,Software Engineering,"Environmental Engineering, Electrical Engineering"
1986,Ethical Hacking,Environmental Engineering,"Cybersecurity, Electrical Engineering"
1987,Data Mining,Computer Science,"Data Science, Environmental Engineering"
1988,User Experience Design,Data Science,"Human-Centered Computing, Environmental Engineering"
1989,Pollution Control,Electrical Engineering,"Environmental Engineering, Information Systems"
1990,Data Mining,Human-Centered Computing,"Data Science, Environmental Engineering"
1991,Project Management,Cybersecurity,"Software Engineering, Human-Centered Computing"
